,Unnamed: 0,number_of_stars,number_of_planets,number_of_moons,circumbinary,orbital_period_in_days,orbital_semimajor_axis_in_AU,radius_in_Earth_radii,mass_in_Earth_masses_from_Planetary_Systems_data_frame,density_in_grams_per_cubic_centimeter,orbital_eccentricity,insolation_flux_in_Earth_flux,equilibrium_temperature,spectral_type,stellar_mass_in_Sun_masses,stellar_luminosity,stellar_surface_gravity,type,short_description,discovery_reference,planetary parameter reference,description,url,subtitle
4824,4824,1,1,0,0,8.001968,0.0854,11.153,203.41018,0.8,0.174,406.0,1259.0,,1.3,0.484,4.16,,,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,,
4825,4825,1,1,0,0,3.5315902,0.05009,14.37,502.16888,0.93,0.0,1356.0,1688.0,,1.34,0.533,4.17,,,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,,
4833,4833,1,1,0,0,4.3474032,0.0543,10.368,105.83686,0.52,0.0,923.6,1534.0,,1.13,0.436,4.0,,,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,,
4838,4838,1,1,0,0,5.983944,0.0672,10.929,63.88351,0.269,0.0,558.0,1352.0,,1.13,0.405,4.04,,,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,,
4839,4839,1,1,0,0,18.38818,0.1528,7.163,43.86032,0.65,0.0,186.0,1027.0,,1.41,0.636,4.04,,,<a refstr=ADDISON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.3704A/abstract target=ref>Addison et al. 2021</a>,<a refstr=ADDISON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.3704A/abstract target=ref>Addison et al. 2021</a>,,,
4840,4840,1,1,0,0,2.9887615,0.04145,13.641,260.61929,0.563,0.0,699.0,1431.0,,1.06,0.079,4.38,,,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,,
4842,4842,1,1,0,0,3.6977104,0.0345,2.77,8.8,2.28,0.425,19.0,531.0,M2 V,0.39,,4.83,,,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,<a refstr=COINTEPAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...650A.145C/abstract target=ref>Cointepas et al. 2021</a>,,,
4843,4843,1,3,0,0,3.3601538,0.03197,1.206,1.58,4.97,0.034,,581.0,M,0.39,-1.712,4.87,,,<a refstr=G_UUML_NTHER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3.1099G/abstract target=ref>G&uuml;nther et al. 2019</a>,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,,,
4844,4844,1,3,0,0,5.6605731,0.04526,2.355,6.15,2.6,0.027,,488.0,M,0.39,-1.712,4.87,,,<a refstr=G_UUML_NTHER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3.1099G/abstract target=ref>G&uuml;nther et al. 2019</a>,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,,,
4845,4845,1,3,0,0,11.379573,0.0721,2.133,4.78,2.72,0.032,,387.0,M,0.39,-1.712,4.87,,,<a refstr=G_UUML_NTHER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3.1099G/abstract target=ref>G&uuml;nther et al. 2019</a>,<a refstr=VAN_EYLEN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2154V/abstract target=ref>Van Eylen et al. 2021</a>,,,
4846,4846,2,1,0,0,2.0180231,0.03144,12.98,721.47048,1.82,0.0,818.5,1488.0,,1.02,-0.093,4.49,,,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,,
4848,4848,2,1,0,0,3.119999,0.04289,23.539,375.03752,0.065,0.0,841.3,1498.0,,1.08,0.19,4.29,,,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,,
4849,4849,1,1,0,0,3.936551,0.043,8.295,82.63539,0.8,0.05,39.0,690.0,M1,0.63,,4.67,,,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,,,
4850,4850,1,1,0,0,9.088516,0.0813,12.599,324.18498,0.89,0.0,68.6,801.0,,0.87,-0.344,4.58,,,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,,
4851,4851,2,1,0,0,2.154849,0.027,11.321,222.47988,0.85,0.03,54.0,750.0,M2,0.53,,4.75,,,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,<a refstr=CA_NTILDE_AS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220109963C/abstract target=ref>Ca&ntilde;as et al. 2022</a>,,,
4852,4852,1,1,0,0,3.438753,0.03845,12.0,85.3,0.27,0.14,55.4,759.0,M0 V,0.64,-1.06,4.68,,,<a refstr=KANODIA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...81K/abstract target=ref>Kanodia et al. 2022</a>,<a refstr=KANODIA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...81K/abstract target=ref>Kanodia et al. 2022</a>,,,
4853,4853,1,1,0,0,4.5445697,0.0354,6.0,16.5,0.424,0.32,7.42,463.0,M4,0.28,-2.032,4.92,,,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221010909A/abstract target=ref>Almenara et al. 2022</a>,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221010909A/abstract target=ref>Almenara et al. 2022</a>,,,
4856,4856,1,1,0,0,3.8016122,0.05222,13.574,457.67291,1.01,0.0,1013.0,1570.0,,1.31,0.439,4.24,,,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,,
4857,4857,2,2,0,0,5.19672,0.056,2.68,7.17,2.05,0.163,154.57,981.0,G9 V,0.85,,4.49,,,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,,,
4858,4858,2,2,0,0,16.06819,0.1189,5.09,16.42,0.685,0.152,34.32,674.0,G9 V,0.85,,4.49,,,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,<a refstr=CARLEO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..114C/abstract target=ref>Carleo et al. 2020</a>,,,
4859,4859,1,3,0,0,0.490047,0.0113,1.28,3.07,8.0,0.0,,1862.0,,0.78,,4.6,,,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,,,
4861,4861,1,3,0,0,12.46103,0.098,3.29,9.9,1.36,0.0,,633.0,,0.78,,4.6,,,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.2782O/abstract target=ref>Osborn et al. 2021</a>,,,
4868,4868,1,4,0,0,0.548177,0.01189,1.166,1.42,4.89,0.063,1138.0,1617.0,K6 V,0.74,,4.62,,,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,<a refstr=SERRANO_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs.tmp...95S/abstract target=ref>Serrano et al. 2022</a>,,,
4876,4876,1,1,0,0,6.387597,0.052,9.303,127.13136,0.93,0.0,,565.0,M0.5 V,0.53,-1.31,4.7,,,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511...83G/abstract target=ref>Gan et al. 2022</a>,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511...83G/abstract target=ref>Gan et al. 2022</a>,,,
4877,4877,1,1,0,0,2.3266508,0.0296,5.82,61.5,1.72,0.0,94.1,867.0,,0.64,-1.095,4.67,,,<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>,<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>,,,
4881,4881,1,1,0,0,75.12375,0.332,11.31,419.5335,1.6,0.018,9.6,441.0,G3 V,0.89,1.057,4.2,,,<a refstr=GRIEVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220914830G/abstract target=ref>Grieves et al. 2022</a>,<a refstr=GRIEVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220914830G/abstract target=ref>Grieves et al. 2022</a>,,,
4882,4882,1,1,0,0,14.574071,0.1291,12.173,1147.36055,3.5,0.298,,1061.0,F V,1.35,0.547,4.22,,,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,,,
4883,4883,1,1,0,0,6.9839095,0.0723,12.229,1910.14873,5.74,0.151,,1180.0,G V,1.03,0.227,4.27,,,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,,,
4884,4884,1,5,0,0,0.446578,0.01055,1.423,1.59,3.0,0.0,,,G9 V,0.79,,4.47,,,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,,,
4885,4885,1,5,0,0,10.779,0.08809,2.878,5.4,1.3,0.06,,,G9 V,0.79,,4.47,,,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,,,
4886,4886,1,5,0,0,25.62,0.1569,2.53,11.95,4.1,0.051,,,G9 V,0.79,,4.47,,,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,,,
4887,4887,1,5,0,0,77.23,0.3274,2.67,16.0,4.6,0.061,,,G9 V,0.79,,4.47,,,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,<a refstr=LACEDELLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.tmp.3556L/abstract target=ref>Lacedelli et al. 2020</a>,,,
4888,4888,1,5,0,0,16.287,0.1174,2.32,3.0,1.3,0.0,,750.0,,0.81,-0.282,4.5,,,<a refstr=WEISS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...56W/abstract target=ref>Weiss et al. 2021</a>,<a refstr=WEISS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...56W/abstract target=ref>Weiss et al. 2021</a>,,,
4889,4889,1,1,0,0,1.651144,0.02734,11.433,464.98529,1.7,0.072,1423.0,1714.0,,1.0,0.033,4.36,,,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,,,
4891,4891,1,1,0,0,3.4095675,0.0486,11.882,2011.8639,6.58,0.072,,1586.0,,1.31,0.394,4.3,,,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,,
4892,4892,1,1,0,0,5.0037775,0.06608,19.851,279.6904,0.195,0.05,,1749.0,,1.54,0.834,3.99,,,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,,
4893,4893,1,1,0,0,1.977143,0.025,5.25,23.6,0.91,0.0,38.4,635.0,M2 V,0.42,-1.614,4.81,,,<a refstr=MURGAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..60M/abstract target=ref>Murgas et al. 2021</a>,<a refstr=MURGAS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..60M/abstract target=ref>Murgas et al. 2021</a>,,,
4901,4901,1,2,0,0,5.6057,0.06,2.28,9.79,4.51,0.04,,1038.0,G,0.92,,4.45,,,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>,,,
4902,4902,1,2,0,0,12.2737,0.1011,2.63,9.32,2.82,0.04,,800.0,G,0.92,,4.45,,,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>,<a refstr=FRIDLUND_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.4503F/abstract target=ref>Fridlund et al. 2020</a>,,,
4903,4903,1,2,0,0,8.24661,0.0652,1.85,4.0,3.4,0.06,11.5,514.0,M1 V,0.54,-1.31,4.73,,,<a refstr=LUQUE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..41L/abstract target=ref>Luque et al. 2021</a>,<a refstr=LUQUE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..41L/abstract target=ref>Luque et al. 2021</a>,,,
4904,4904,1,2,0,0,15.6653,0.1,2.02,5.3,3.5,0.04,4.9,415.0,M1 V,0.54,-1.31,4.73,,,<a refstr=LUQUE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..41L/abstract target=ref>Luque et al. 2021</a>,<a refstr=LUQUE_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...645A..41L/abstract target=ref>Luque et al. 2021</a>,,,
4906,4906,1,1,0,0,1.392978,0.02177,2.926,18.467,4.03,,412.0,1253.0,K4 V,0.71,-0.71,4.61,,,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,,,
4909,4909,1,1,0,0,0.76552414,0.01598,3.444,39.09,5.2,0.0,,,G,0.93,,4.48,,,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.583...39A/abstract target=ref>Armstrong et al. 2020</a>,<a refstr=ARMSTRONG_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020Natur.583...39A/abstract target=ref>Armstrong et al. 2020</a>,,,
4911,4911,1,1,0,0,3.739494,0.04666,13.126,211.99261,0.515,0.024,337.0,1192.0,,0.97,-0.137,4.5,,,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,,,
4914,4914,1,1,0,0,3.6849729,0.04963,9.55,55.30242,0.35,0.14,1393.0,1526.0,,1.2,0.535,3.96,,,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,<a refstr=SHA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...82S/abstract target=ref>Sha et al. 2021</a>,,,
4915,4915,1,2,0,0,1.8237305,0.02636,2.765,9.1,2.34,,188.0,941.0,K V,0.73,,4.55,,,<a refstr=LILLO_BOX_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221008996L/abstract target=ref>Lillo-Box et al. 2022</a>,<a refstr=LILLO_BOX_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221008996L/abstract target=ref>Lillo-Box et al. 2022</a>,,,
4917,4917,1,7,0,0,1.510826,0.01154,1.116,1.374,5.44194,,4.15,,,0.09,-3.257,5.24,,,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,,
4918,4918,1,7,0,0,2.421937,0.0158,1.097,1.308,5.46399,,2.21,,,0.09,-3.257,5.24,,,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,,
4919,4919,1,7,0,0,4.049219,0.02227,0.788,0.388,4.36678,,1.11,,,0.09,-3.257,5.24,Terrestrial,The third planet from its star is illustrated here with a narrow band of water between the hot day side and icy night side of the planet.,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,The third planet from its star is illustrated here with a narrow band of water between the hot day side and icy night side of the planet.,/exoplanet-catalog/5502/trappist-1-d/,A rocky world outside our solar system
4920,4920,1,7,0,0,6.101013,0.02925,0.92,0.692,4.9016,,0.65,,,0.09,-3.257,5.24,Terrestrial,TRAPPIST-1 e is a terrestrial exoplanet that orbits an M-type star. Its mass is 0.692 EarthsCOMMA it takes 6.1 days to complete one orbit of its starCOMMA and is 0.02925 AU from its star. Its discovery was announced in 2017.,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,TRAPPIST-1 e is a terrestrial exoplanet that orbits an M-type star. Its mass is 0.692 EarthsCOMMA it takes 6.1 days to complete one orbit of its starCOMMA and is 0.02925 AU from its star. Its discovery was announced in 2017.,/exoplanet-catalog/3453/trappist-1-e/,A rocky world outside our solar system
4921,4921,1,7,0,0,9.20754,0.03849,1.045,1.039,5.0229,,0.37,,,0.09,-3.257,5.24,,,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,,
4922,4922,1,7,0,0,12.352446,0.04683,1.129,1.321,5.05599,,0.25,,,0.09,-3.257,5.24,,,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,,,
4923,4923,1,7,0,0,18.772866,0.06189,0.755,0.326,4.16278,,0.14,,,0.09,-3.257,5.24,Terrestrial,TRAPPIST-1 h is a terrestrial exoplanet that orbits an M-type star. Its mass is 0.326 EarthsCOMMA it takes 18.8 days to complete one orbit of its starCOMMA and is 0.06189 AU from its star. Its discovery was announced in 2017.,<a refstr=GILLON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.533..221G/abstract target=ref>Gillon et al. 2016</a>,<a refstr=AGOL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2....1A/abstract target=ref>Agol et al. 2021</a>,TRAPPIST-1 h is a terrestrial exoplanet that orbits an M-type star. Its mass is 0.326 EarthsCOMMA it takes 18.8 days to complete one orbit of its starCOMMA and is 0.06189 AU from its star. Its discovery was announced in 2017.,/exoplanet-catalog/3459/trappist-1-h/,A rocky world outside our solar system
4937,4937,1,1,0,0,1.30618581,0.02282,14.975,607.03,0.994,0.0,,,,0.93,-0.204,4.4,,,<a refstr=O_DONOVAN_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...663L..37O/abstract target=ref> O'Donovan et al. 2007 </a>,<a refstr=SOZZETTI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...691.1145S/abstract target=ref> Sozzetti et al. 2009 </a>,,,
4939,4939,1,1,0,0,1.48224686,0.02459,13.384,568.9157,1.31,,,1480.0,,0.9,,4.52,,,<a refstr=MANDUSHEV_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1108.3572M/abstract target=ref> Mandushev et al. 2011 </a>,<a refstr=MISLIS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.448.2617M/abstract target=ref>Mislis et al. 2015</a>,,,
4953,4953,2,1,0,0,2.5199454,0.03889,16.623,271.415,0.348,0.0,,,,1.24,0.441,,,,<a refstr=COLLIER_CAMERON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007MNRAS.375..951C/abstract target=ref> Collier Cameron et al. 2007 </a>,<a refstr=MACIEJEWSKI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014AcA....64...27M/abstract target=ref> Maciejewski et al. 2014</a>,,,
4954,4954,1,1,0,0,3.0927616,0.03781,12.106,1001.12,4.14,,,1370.0,,0.75,,,,,<a refstr=CHRISTIAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009MNRAS.392.1585C/abstract target=ref> Christian et al. 2009 </a>,<a refstr=JOHNSON_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...692L.100J/abstract target=ref> Johnson et al. 2009 </a>,,,
4957,4957,1,1,0,0,0.925542,0.01985,17.127,473.547,0.55,,,2508.0,F8 V,1.22,0.413,4.22,,,<a refstr=GILLON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562L...3G/abstract target=ref> Gillon et al. 2014 </a>,<a refstr=GILLON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...562L...3G/abstract target=ref> Gillon et al. 2014 </a>,,,
4958,4958,2,1,0,0,1.7554137,0.02918,12.745,404.263,1.074,0.0,,1516.0,G8,1.08,,4.5,,,<a refstr=SMITH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..64S/abstract target=ref>Smith et al. 2014</a>,<a refstr=SMITH_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...570A..64S/abstract target=ref>Smith et al. 2014</a>,,,
