,number_of_stars,number_of_planets,number_of_moons,circumbinary,orbital_period_in_days,orbital_semimajor_axis_in_AU,radius_in_Earth_radii,mass_in_Earth_masses_from_Planetary_Systems_data_frame,density_in_grams_per_cubic_centimeter,orbital_eccentricity,insolation_flux_in_Earth_flux,equilibrium_temperature,spectral_type,stellar_mass_in_Sun_masses,stellar_luminosity,stellar_surface_gravity,type,short_description,discovery_reference,planetary parameter reference,description,url,subtitle
817,1,4,0,0,147.02,0.509,,,,0.29,,,G8,0.81,,,,,<a refstr=FENG_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605A.103F/abstract target=ref>Feng et al. 2017</a>,<a refstr=FENG_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...605A.103F/abstract target=ref>Feng et al. 2017</a>,,,
818,1,1,0,0,130.08,0.524,,,,0.24,,,,1.13,,4.33,,,<a refstr=TINNEY_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...623.1171T/abstract target=ref> Tinney et al. 2005 </a>,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,,,
819,1,1,0,0,875.5,2.1,,,,0.08,,,M1 III,1.6,,1.4,,,<a refstr=LEE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A...2L/abstract target=ref> Lee et al. 2013 </a>,<a refstr=LEE_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A...2L/abstract target=ref> Lee et al. 2013 </a>,,,
820,1,1,0,0,380.85001,0.95,,,,0.75,,,,0.39,,4.26,,,<a refstr=MOUTOU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..513M/abstract target=ref> Moutou et al. 2009 </a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,,
821,1,1,0,0,352.7,1.05,,,,0.07,,,K0,1.25,1.09,3.13,,,<a refstr=Y__X131_LMAZ_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..14Y/abstract target=ref>Y&#x131;lmaz et al. 2017</a>,<a refstr=Y__X131_LMAZ_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...608A..14Y/abstract target=ref>Y&#x131;lmaz et al. 2017</a>,,,
822,1,1,0,0,3.52474859,,15.581,232.0159,,0,,,,1.23,,4.45,,,<a refstr=HENRY_ET_AL__2000 href=https://ui.adsabs.harvard.edu/abs/2000ApJ...529L..41H/abstract target=ref> Henry et al. 2000 </a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,,
823,1,1,0,0,649.918,1.487,,,,0.24,,,G3 V,1.04,,,,,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,,,
824,1,1,0,0,442.19,1.13,,,,0.48,,,,1.01,,4.38,,,<a refstr=MARCY_ET_AL__1999 href=https://ui.adsabs.harvard.edu/abs/1999ApJ...520..239M/abstract target=ref> Marcy et al. 1999 </a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,,
825,1,1,0,0,354.1,1.148,,,,0.028,,,,1.61,,3.28,,,<a refstr=JOHNSON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...665..785J/abstract target=ref> Johnson et al. 2007 </a>,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,,
826,1,1,0,0,223.8,0.768,,,,0.084,3.44,380,F7 V,1.2,,4.3,,,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..78D/abstract target=ref>Demangeon et al. 2021</a>,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..78D/abstract target=ref>Demangeon et al. 2021</a>,,,
827,1,1,0,0,1558,2.656,,,,0.68,,,G5,1.03,0.07,,,,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,,,
828,1,1,0,0,25.201,0.143,,,,0.15,,,K7 V,0.61,,,,,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,,,
829,2,1,0,0,2.24571,0.03,,,,0,,,,1.55,,4.5,,,<a refstr=LO_CURTO_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006A&A...451..345L/abstract target=ref> Lo Curto et al. 2006 </a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,,
830,1,1,0,0,380.7,1.19,,,,0.076,,,,1.56,,3.31,,,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010PASP..122..701J/abstract target=ref> Johnson et al. 2010 </a>,<a refstr=LUHN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..149L/abstract target=ref>Luhn et al. 2019</a>,,,
831,2,1,0,0,882.70001,1.89,,,,0.42,,,,1.57,,4.27,,,<a refstr=SANTOS_ET_AL__2001 href=https://ui.adsabs.harvard.edu/abs/2001A&A...379..999S/abstract target=ref> Santos et al. 2001 </a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,,
832,1,1,0,0,17000,13,,,,0.53,,,,1.05,,4.14,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,,
833,1,1,0,0,11.12214173,0.099068,,,,0.412688,,,,1.05,,,,,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,
834,1,2,0,0,1.008035,0.02012,1.745,8.83,9.15,0,,2128,G,1.07,0.139,4.38,,,<a refstr=ESPINOZA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2982E/abstract target=ref>Espinoza et al. 2020</a>,<a refstr=ESPINOZA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2982E/abstract target=ref>Espinoza et al. 2020</a>,,,
835,1,2,0,0,4.78503,0.056798,,,,0,,1265,G,1.07,0.139,4.38,,,<a refstr=ESPINOZA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2982E/abstract target=ref>Espinoza et al. 2020</a>,<a refstr=ESPINOZA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2982E/abstract target=ref>Espinoza et al. 2020</a>,,,
836,1,1,0,0,84.288,0.362,,,,0.4,,,G8 V,0.89,,,,,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,<a refstr=FENG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..242...25F/abstract target=ref>Feng et al. 2019</a>,,,
837,2,1,0,0,1854.844237,3.078036,,6229.26362,,0.160903,,,,1.11,,,,,<a refstr=D_IACUTE_AZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A.146D/abstract target=ref>D&iacute;az et al. 2016</a>,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,
838,1,4,0,0,5.75999,0.057638,,,,0,,,K3 V,0.77,,4.4,,,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,,,
839,1,4,0,0,7.28243,0.067393,,,,0,,,K3 V,0.77,,4.4,,,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,,,
840,1,4,0,0,10.86499,0.08799,,,,0,,,K3 V,0.77,,4.4,,,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,,,
841,1,4,0,0,25.1967,0.15417,,,,0,,,K3 V,0.77,,4.4,,,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,<a refstr=DELISLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...614A.133D/abstract target=ref>Delisle et al. 2018</a>,,,
842,1,2,0,0,3.93404,0.05,,,,0.16,,,,0.67,,4.4,,,<a refstr=LO_CURTO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..48L/abstract target=ref> Lo Curto et al. 2010 </a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,,
843,1,2,0,0,567.94,1.282,,,,0.49,,,K3 V,0.87,-0.41,4.31,,,<a refstr=LO_CURTO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..48L/abstract target=ref> Lo Curto et al. 2010 </a>,<a refstr=LO_CURTO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..48L/abstract target=ref> Lo Curto et al. 2010 </a>,,,
844,1,1,0,0,1311,2.56,,,,0.07,,,,1.3,,4.15,,,<a refstr=JONES_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003MNRAS.341..948J/abstract target=ref> Jones et al. 2003 </a>,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,,,
845,1,1,0,0,1334.28,2.497,,,,0.317,,,,1.17,,4.19,,,<a refstr=JONES_ET_AL__2002 href=https://ui.adsabs.harvard.edu/abs/2002MNRAS.337.1170J/abstract target=ref> Jones et al. 2002 </a>,<a refstr=BARBATO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A.175B/abstract target=ref>Barbato et al. 2018</a>,,,
846,1,2,0,0,35.45,0.198,,,,0.09,,,,0.82,-0.452,4.54,,,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...10B/abstract target=ref>Burt et al. 2021</a>,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...10B/abstract target=ref>Burt et al. 2021</a>,,,
847,1,2,0,0,154.43,0.528,,,,0.12,,,,0.82,-0.452,4.54,,,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...10B/abstract target=ref>Burt et al. 2021</a>,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...10B/abstract target=ref>Burt et al. 2021</a>,,,
848,1,1,0,0,148.60001,0.61,,,,0.38,,,,0.81,,2.36,,,<a refstr=NIEDZIELSKI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...803....1N/abstract target=ref>Niedzielski et al. 2015</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,,
849,1,1,0,0,118.45,0.46,,,,0.37,,,,0.74,,4.37,,,<a refstr=MAYOR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...415..391M/abstract target=ref> Mayor et al. 2004 </a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,,
850,1,2,0,0,22.6786,0.1455,,,,0.12,,,G8 V,0.8,-0.208,4.37,,,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,,,
851,1,2,0,0,53.7357,0.2586,,,,0.07,,,G8 V,0.8,-0.208,4.37,,,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,<a refstr=UDRY_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...622A..37U/abstract target=ref>Udry et al. 2019</a>,,,
852,1,2,0,0,7.12682,0.08,,,,0.13,,,,1,,4.34,,,<a refstr=FISCHER_ET_AL__1999 href=https://ui.adsabs.harvard.edu/abs/1999PASP..111...50F/abstract target=ref> Fischer et al. 1999 </a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,,
853,1,2,0,0,4270,5.32,,,,0.517,,,,0.98,0.098,4.27,,,<a refstr=VOGT_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005ApJ...632..638V/abstract target=ref> Vogt et al. 2005 </a>,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>,,,
854,1,2,0,0,7.78993,0.0695,0.892,3.7,31.93,,,701,K4.5,0.73,-0.686,4.61,,,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,,,
